FEATURE_ID	FEATURE_TEXT	SOURCE_SECTION	SOURCE_LINE
F-004601	- نمذجة تأثيرات التكلفة في الوقت الفعلي.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5458
F-004602	- تتبع عمليات تسليم المعدات عالية القيمة ونمذجة تأثير التدفق النقدي باستخدام بيانات المستودع الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5459
F-004603	- تخطيط وتنبؤ بعدد الموظفين والتعويضات باستخدام البيانات الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5460
F-004604	- تخطيط أداء الشؤون المالية والإبلاغ عنه وتحليله باستخدام بيانات المستودع الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5461
F-004605	- تنبؤ بالإيرادات باستخدام بيانات خطوط الأنابيب الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5462
F-004606	- تحديث الصفقات.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5463
F-004607	- مراجعة توقعات الممثلين.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5464
F-004608	- عرض توقعات الممثلين.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5465
F-004609	- التحقيق في التناقضات باستخدام النشاط الأخير.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5466
F-004610	- تحليل الميزانية مقابل الأرقام الفعلية باستخدام البيانات الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5467
F-004611	- تتبع الفروق.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5468
F-004612	- تحديث التوقعات.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5469
F-004613	- تخطيط وتنبؤ بالطلب باستخدام البيانات الحية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5470
F-004614	- إدارة السيناريوهات.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5471
F-004615	- تعلم آلي تلقائي وتحليلات تنبؤية.	9.4 الأدوار المتعددة للذكاء الاصطناعي	5472
F-004616	- الأدوار المتعددة للذكاء الاصطناعي	9.4 الأدوار المتعددة للذكاء الاصطناعي	5473
F-004617	- الجمع بين خبرة الفرق البشرية وأحدث تطورات الذكاء الاصطناعي	9.4 الأدوار المتعددة للذكاء الاصطناعي	5474
F-004618	- فريق من وكلاء البيانات بالذكاء الاصطناعي يقدمون تحليلات دقيقة ورؤى أوسع	9.4 الأدوار المتعددة للذكاء الاصطناعي	5475
F-004619	- وكلاء ذكاء اصطناعي يعملون مع الفريق ولأجله	9.4 الأدوار المتعددة للذكاء الاصطناعي	5476
F-004620	- إشراف ذكي على الذكاء الاصطناعي مصمم لتوسيع نطاق المؤسسة	9.4 الأدوار المتعددة للذكاء الاصطناعي	5477
F-004621	- اتخاذ قرارات أسرع ومستنيرة	9.4 الأدوار المتعددة للذكاء الاصطناعي	5478
F-004622	- بناء نماذج تعلم الآلة	9.4 الأدوار المتعددة للذكاء الاصطناعي	5479
F-004623	- بناء نماذج تعلم الآلة الأولية مباشرة في المحادثة	9.4 الأدوار المتعددة للذكاء الاصطناعي	5480
F-004624	- بناء نموذج مالي لشركة ناشئة	9.4 الأدوار المتعددة للذكاء الاصطناعي	5481
F-004625	- تفسير قانوني	9.4 الأدوار المتعددة للذكاء الاصطناعي	5482
F-004626	- طبقة الذكاء الاصطناعي التفسيري	9.4 الأدوار المتعددة للذكاء الاصطناعي	5483
F-004627	- تفسير القصد التجاري من الشيت	9.4 الأدوار المتعددة للذكاء الاصطناعي	5484
F-004628	- دعم Fine-tuning	9.4 الأدوار المتعددة للذكاء الاصطناعي	5485
F-004629	- دعم AI Agents	9.4 الأدوار المتعددة للذكاء الاصطناعي	5486
F-004630	- واجهة استعلام مدعومة بالذكاء الاصطناعي تسمح بالاستعلام باللغة الطبيعية	9.4 الأدوار المتعددة للذكاء الاصطناعي	5487
F-004631	- معالجة الاستعلامات عبر محرك استعلام ذكي	9.4 الأدوار المتعددة للذكاء الاصطناعي	5488
F-004632	- محادثة مستمرة مع الذكاء الاصطناعي	9.4 الأدوار المتعددة للذكاء الاصطناعي	5489
F-004633	- اقتراح مؤشرات مناسبة لنوع البيانات تلقائياً	9.5 مؤشرات الأداء المتقدمة	5495
F-004634	- حساب نمو تلقائي ومقارنة فترة بفترة	9.5 مؤشرات الأداء المتقدمة	5496
F-004635	- تحليل الاتجاهات واكتشاف الانخفاض المفاجئ	9.5 مؤشرات الأداء المتقدمة	5497
F-004636	- تنبيه تلقائي عند تجاوز حد معين	9.5 مؤشرات الأداء المتقدمة	5498
F-004637	- تحليل البيانات بالذكاء الاصطناعي للكشف عن الأنماط والاتجاهات	9.5 مؤشرات الأداء المتقدمة	5499
F-004638	- التوصيات الذكية ودعم القرار	9.5 مؤشرات الأداء المتقدمة	5500
F-004639	- كشف الشذوذ والاحتيال	9.5 مؤشرات الأداء المتقدمة	5501
F-004640	- تحليل المشاعر	9.5 مؤشرات الأداء المتقدمة	5502
F-004641	- تحليل العقود مع إبراز المخاطر والثغرات	9.5 مؤشرات الأداء المتقدمة	5503
F-004642	- التنبؤ بالمخاطر التشغيلية قبل وقوعها	9.5 مؤشرات الأداء المتقدمة	5504
F-004643	- اقتراح إعادة هيكلة تنظيمية بناءً على بيانات الموارد	9.5 مؤشرات الأداء المتقدمة	5505
F-004644	- تحليل الامتثال التنظيمي تلقائياً	9.5 مؤشرات الأداء المتقدمة	5506
F-004645	- مساعد قرار استثماري مدعوم بالبيانات	9.5 مؤشرات الأداء المتقدمة	5507
F-004646	- بناء نماذج توقع للطلب والمبيعات	9.5 مؤشرات الأداء المتقدمة	5508
F-004647	- اقتراح تحسينات تشغيلية بناءً على تحليل الأداء التاريخي	9.5 مؤشرات الأداء المتقدمة	5509
F-004648	- تحليل المشاعر والانطباعات	9.5 مؤشرات الأداء المتقدمة	5510
F-004649	- دعم القرار القائم على القواعد والبيانات	9.5 مؤشرات الأداء المتقدمة	5511
F-004650	- كشف الشذوذ في البيانات	9.5 مؤشرات الأداء المتقدمة	5512
F-004651	- نمذجة تنبؤية زمنية	9.5 مؤشرات الأداء المتقدمة	5513
F-004652	- تحليل المخاطر	9.5 مؤشرات الأداء المتقدمة	5514
F-004653	- اقتراح بدائل استراتيجية	9.5 مؤشرات الأداء المتقدمة	5515
F-004654	- تحليل العقود واكتشاف المخاطر والثغرات	9.5 مؤشرات الأداء المتقدمة	5516
F-004655	- بناء نماذج توقع للاحتياجات التشغيلية	9.5 مؤشرات الأداء المتقدمة	5517
F-004656	- اقتراح تحسينات تشغيلية اعتماداً على تحليل الأداء	9.5 مؤشرات الأداء المتقدمة	5518
F-004657	- إنشاء توصيات قابلة للتنفيذ	9.5 مؤشرات الأداء المتقدمة	5519
F-004658	- تحليل الطلب عبر جميع الوحدات	9.5 مؤشرات الأداء المتقدمة	5520
F-004659	- توليد خطة تنفيذ متعددة المراحل	9.5 مؤشرات الأداء المتقدمة	5521
F-004660	- اكتشاف Anomaly Patterns	9.5 مؤشرات الأداء المتقدمة	5522
F-004661	- تنبؤ اتجاهات	9.5 مؤشرات الأداء المتقدمة	5523
F-004662	- محاكاة سيناريوهات	9.5 مؤشرات الأداء المتقدمة	5524
F-004663	- Stress testing للبيانات	9.5 مؤشرات الأداء المتقدمة	5525
F-004664	- كشف تعارضات دائرية	9.5 مؤشرات الأداء المتقدمة	5526
F-004665	- اكتشاف أنماط مالية	9.5 مؤشرات الأداء المتقدمة	5527
F-004666	- اكتشاف أنماط مخزون	9.5 مؤشرات الأداء المتقدمة	5528
F-004667	- اكتشاف أنماط إنتاج	9.5 مؤشرات الأداء المتقدمة	5529
F-004668	- اكتشاف أنماط إحصائية	9.5 مؤشرات الأداء المتقدمة	5530
F-004669	- كشف التدرجات الزمنية	9.5 مؤشرات الأداء المتقدمة	5531
F-004670	- كشف فقدان الدقة	9.5 مؤشرات الأداء المتقدمة	5532
F-004671	- اكتشاف تغيرات فجائية	9.5 مؤشرات الأداء المتقدمة	5533
F-004672	- تفسير تلقائي للتغيرات	9.5 مؤشرات الأداء المتقدمة	5534
F-004673	- ربط التغير بسبب محتمل	9.5 مؤشرات الأداء المتقدمة	5535
F-004674	- اكتشاف تضارب في القياسات	9.5 مؤشرات الأداء المتقدمة	5536
F-004675	- تحليل سياق الأعمال	9.5 مؤشرات الأداء المتقدمة	5537
F-004676	- كشف تغيرات غير طبيعية	9.5 مؤشرات الأداء المتقدمة	5538
F-004677	- توقع الحمل القادم	9.5 مؤشرات الأداء المتقدمة	5539
F-004678	- تحليلات استخدام الذكاء الاصطناعي تشمل أكثر الأسئلة والرضا والأداء	9.5 مؤشرات الأداء المتقدمة	5540
F-004679	- توليد محتوى يشمل تقارير وملخصات وعروض ومراسلات	9.5 مؤشرات الأداء المتقدمة	5541
F-004680	- قياس رضا المستخدم ونسبة إعادة السؤال وزمن الحل	9.5 مؤشرات الأداء المتقدمة	5542
F-004681	- قياس التكلفة لكل محادثة ومستخدم ووحدة	9.5 مؤشرات الأداء المتقدمة	5543
F-004682	- سيناريوهات معيارية لقياس الجودة	9.5 مؤشرات الأداء المتقدمة	5544
F-004683	- مراجعة عينات تلقائية مع تقارير جودة أسبوعية	9.5 مؤشرات الأداء المتقدمة	5545
F-004684	- تتبع سبب الخطأ سواء استرجاع ضعيف أو سياق ناقص أو فشل أداة	9.5 مؤشرات الأداء المتقدمة	5546
F-004685	- تحليل ما يبحث عنه المستخدمون وما التقارير المتكررة	9.5 مؤشرات الأداء المتقدمة	5547
F-004686	- مراقبة جودة النماذج تلقائيا	9.5 مؤشرات الأداء المتقدمة	5548
F-004687	- تقديم رؤى شخصية واستكشاف موجه مباشرة في سير عملك.	9.5 مؤشرات الأداء المتقدمة	5549
F-004688	"- فهم ""ماذا"" و ""لماذا"" وراء بياناتك."	9.5 مؤشرات الأداء المتقدمة	5550
F-004689	- تلقي رؤى بيانات مخصصة حول المقاييس التي تتابعها.	9.5 مؤشرات الأداء المتقدمة	5551
F-004690	- تتبع المقاييس المعمول بها التي يرغب المستخدمون في تتبعها على مدار مجموعة متنوعة من الفترات الزمنية.	9.5 مؤشرات الأداء المتقدمة	5552
F-004691	- تحسين تحليل البيانات من خلال توفير تنبؤات أفضل.	9.5 مؤشرات الأداء المتقدمة	5553
F-004692	- توسيع نطاق القرارات المستندة إلى البيانات باستخدام رؤى مدعومة بالذكاء الاصطناعي.	9.5 مؤشرات الأداء المتقدمة	5554
F-004693	- البقاء على اطلاع دائم بمؤشرات الأداء الرئيسية الخاصة بك من خلال المقاييس المخصصة والرؤى التنبؤية.	9.5 مؤشرات الأداء المتقدمة	5555
F-004694	- اكتشاف المحركات والاتجاهات والمساهمين والقيم المتطرفة للمقاييس.	9.5 مؤشرات الأداء المتقدمة	5556
F-004695	- الإبلاغ عن الرؤى المهمة ووصفها بشكل استباقي.	9.5 مؤشرات الأداء المتقدمة	5557
F-004696	- تحويل الرؤى إلى إجراءات.	9.5 مؤشرات الأداء المتقدمة	5558
F-004697	- تمكين كل قرار برؤى ذكاء اصطناعي حية وقابلة للتفسير.	9.5 مؤشرات الأداء المتقدمة	5559
F-004698	- الحصول على رؤى فورية.	9.5 مؤشرات الأداء المتقدمة	5560
F-004699	- الحصول على إجابات دقيقة.	9.5 مؤشرات الأداء المتقدمة	5561
F-004700	- الحصول على رؤى تنبؤية.	9.5 مؤشرات الأداء المتقدمة	5562
F-004701	- الحصول على رؤى آلية.	9.5 مؤشرات الأداء المتقدمة	5563
F-004702	- الحصول على ذكاء مضمن.	9.5 مؤشرات الأداء المتقدمة	5564
F-004703	- تتبع مؤشرات الأداء الرئيسية.	9.5 مؤشرات الأداء المتقدمة	5565
F-004704	- الحصول على تنبيهات في الوقت الفعلي.	9.5 مؤشرات الأداء المتقدمة	5566
F-004705	- البقاء على اطلاع بما يحدث ولماذا.	9.5 مؤشرات الأداء المتقدمة	5567
F-004706	- تسريع رؤى البيانات الخاصة بك.	9.5 مؤشرات الأداء المتقدمة	5568
F-004707	- تحسين الأسعار والعروض الترويجية باستخدام بيانات المستودع الحية.	9.5 مؤشرات الأداء المتقدمة	5569
F-004708	- تمكين الأشخاص على جميع مستويات المهارة من خلال الرؤى والتنبؤات المدعومة بالذكاء الاصطناعي.	9.5 مؤشرات الأداء المتقدمة	5570
F-004709	- إبلاغ الإجراءات الذكية عندما يكون الأمر أكثر أهمية.	9.5 مؤشرات الأداء المتقدمة	5571
F-004710	- الحصول على رؤى فورية وتلقائية.	9.5 مؤشرات الأداء المتقدمة	5572
F-004711	- تسريع وقت الوصول إلى الرؤى.	9.5 مؤشرات الأداء المتقدمة	5573
F-004712	- توليد رؤى تلقائيًا.	9.5 مؤشرات الأداء المتقدمة	5574
F-004713	- الحصول على اقتراحات رؤى تم إنشاؤها بواسطة الذكاء الاصطناعي تلقائيًا.	9.5 مؤشرات الأداء المتقدمة	5575
F-004714	- مؤشرات الأداء المتقدمة	9.5 مؤشرات الأداء المتقدمة	5576
F-004715	- التنبؤ بالاتجاهات المتوقعة بناءً على الأنماط التاريخية	9.5 مؤشرات الأداء المتقدمة	5577
F-004716	- اتخاذ قرارات أسرع ومستنيرة	9.5 مؤشرات الأداء المتقدمة	5578
F-004717	- التنبؤ بالاتجاهات المستقبلية بناءً على البيانات التاريخية	9.5 مؤشرات الأداء المتقدمة	5579
F-004718	- التنبؤ بالاتجاهات وإيجاد الفرص الخفية	9.5 مؤشرات الأداء المتقدمة	5580
F-004719	- تبسيط البيانات المعقدة في مرئيات واضحة ومؤثرة	9.5 مؤشرات الأداء المتقدمة	5581
F-004720	- تتبع التقدم المحرز في تحقيق أهداف المبيعات	9.5 مؤشرات الأداء المتقدمة	5582
F-004721	- تتبع رحلة الاستكشاف تلقائيًا (كل مخطط وسؤال ورؤية)	9.5 مؤشرات الأداء المتقدمة	5583
F-004722	- تحديد المقاييس الرئيسية لتقييم أداء فريق	9.5 مؤشرات الأداء المتقدمة	5584
F-004723	- تحديد مؤشرات الأداء الرئيسية (KPIs)	9.5 مؤشرات الأداء المتقدمة	5585
F-004724	- تمثيل مرئي لحالة الإنجاز أو مقاييس الأداء	9.5 مؤشرات الأداء المتقدمة	5586
F-004725	- تمكين فرق المبيعات بمعلومات في الوقت الفعلي	9.5 مؤشرات الأداء المتقدمة	5587
F-004726	- توصيل أداء الحملة والإبلاغ عن مؤشرات الأداء الرئيسية ومواءمة الفرق	9.5 مؤشرات الأداء المتقدمة	5588
F-004727	- تحليل SWOT الاستراتيجي	9.5 مؤشرات الأداء المتقدمة	5589
F-004728	- تحليل نقاط القوة والضعف والفرص والتهديدات	9.5 مؤشرات الأداء المتقدمة	5590
F-004729	- تحليل ترابط مؤشرات متعددة	9.5 مؤشرات الأداء المتقدمة	5591
F-004730	- نمذجة سياق المؤسسة	9.5 مؤشرات الأداء المتقدمة	5592
F-004731	- تلخيص النصوص والبيانات والاجتماعات متعدد المستويات مع استخراج القرارات ونقاط العمل	9.5 مؤشرات الأداء المتقدمة	5593
F-004732	- تحليل تفاعل الجمهور مع العروض التقديمية وتتبع تفاعلهم	9.5 مؤشرات الأداء المتقدمة	5594
F-004733	- حساب وتتبع نسب ومؤشرات النمو تلقائياً	9.5 مؤشرات الأداء المتقدمة	5595
F-004734	- تحليل وصفي تلقائي للبيانات	9.5 مؤشرات الأداء المتقدمة	5596
F-004735	- اكتشاف الأنماط الواضحة وغير المرئية والشاذة والنصية والقطاعية	9.5 مؤشرات الأداء المتقدمة	5597
F-004736	- توليد رؤى آلية من البيانات	9.5 مؤشرات الأداء المتقدمة	5598
F-004737	- استخراج أهم مؤشرات الأداء الرئيسية (KPIs)	9.5 مؤشرات الأداء المتقدمة	5599
F-004738	- اقتراح مؤشرات أداء رئيسية مناسبة لنوع البيانات عبر الذكاء الاصطناعي	9.5 مؤشرات الأداء المتقدمة	5600
F-004739	- تحليل المشاعر والانطباعات من بيانات نصية وشكاوى العملاء	9.5 مؤشرات الأداء المتقدمة	5601
F-004740	- إنشاء بطاقات مؤشرات أداء رئيسية يمكن سحبها لأي تقرير	9.5 مؤشرات الأداء المتقدمة	5602
F-004741	- تحليل متقدم للبيانات الضخمة وسنوات طويلة بسرعة	9.5 مؤشرات الأداء المتقدمة	5603
F-004742	- تحليل السبب الجذري (Root Cause Analysis)	9.5 مؤشرات الأداء المتقدمة	5604
F-004743	- مساعد قرار إداري واستثماري مبني على البيانات	9.5 مؤشرات الأداء المتقدمة	5605
F-004744	- إنشاء لوحات مؤشرات ذكية تلقائياً دون تصميم يدوي	9.5 مؤشرات الأداء المتقدمة	5606
F-004745	- كتابة تحليل نصي احترافي وملخص تنفيذي	9.5 مؤشرات الأداء المتقدمة	5607
F-004746	- التحليل السريع والمتقدم مع مقارنات وعلاقات وتفسير	9.5 مؤشرات الأداء المتقدمة	5608
F-004747	- تحويل أي ملف إلى بيانات منظمة قابلة للتحليل عبر محرك ذكاء شامل	9.5 مؤشرات الأداء المتقدمة	5609
F-004748	- عرض وتحليل خريطة العلاقات بين البيانات والملفات والمفاهيم	9.5 مؤشرات الأداء المتقدمة	5610
F-004749	- إجابة نصية تحليلية للأسئلة المعقدة	9.5 مؤشرات الأداء المتقدمة	5611
F-004750	- إضافة النتائج إلى لوحة المؤشرات وحفظها كنموذج	9.5 مؤشرات الأداء المتقدمة	5612
F-004751	- تصدير النتائج كتقارير أو عروض تقديمية أو لوحات مؤشرات	9.5 مؤشرات الأداء المتقدمة	5613
F-004752	- خدمة لوحات المؤشرات (Dashboard Service)	9.5 مؤشرات الأداء المتقدمة	5614
F-004753	- تحليل توزيع العناصر بصرياً وتخصيصه	9.5 مؤشرات الأداء المتقدمة	5615
F-004754	- اختيار مستوى ونمط التحليل (بسيط، عميق، استراتيجي، رسمي، إداري)	9.5 مؤشرات الأداء المتقدمة	5616
F-004755	- تحليل مقارن بين المؤشرات	9.5 مؤشرات الأداء المتقدمة	5617
F-004756	- تحليل سياقي وهيكلي ومنطقي للبيانات	9.5 مؤشرات الأداء المتقدمة	5618
F-004757	- تحليل PDF أو صورة لوحة مؤشرات وتحويلها للوحة مؤشرات قابلة للتحرير	9.5 مؤشرات الأداء المتقدمة	5619
F-004758	- إعادة توزيع العناصر بشكل ذكي إذا تغيرت البيانات	9.5 مؤشرات الأداء المتقدمة	5620
F-004759	- تحليل متوازي للبيانات	9.5 مؤشرات الأداء المتقدمة	5621
F-004760	- التحكم المركزي في أنماط التشغيل والحوكمة	9.5 مؤشرات الأداء المتقدمة	5622
F-004761	- تحليل الصور واستخراج النصوص منها	9.5 مؤشرات الأداء المتقدمة	5623
F-004762	- تحليل البيانات التاريخية	9.5 مؤشرات الأداء المتقدمة	5624
F-004763	- تحليل الهرمية البصرية وتدفق المبيعات	9.5 مؤشرات الأداء المتقدمة	5625
F-004764	- تحليل العقود القانونية مع إبراز المخاطر والثغرات	9.5 مؤشرات الأداء المتقدمة	5626
F-004765	- تحليل سلوك العملاء واقتراح حملات مخصصة	9.5 مؤشرات الأداء المتقدمة	5627
F-004766	- تقييم أداء الفرق بناءً على مؤشرات متعددة	9.5 مؤشرات الأداء المتقدمة	5628
F-004767	- اكتشاف الاحتيال المالي عبر تحليل الأنماط	9.5 مؤشرات الأداء المتقدمة	5629
F-004768	- توليد نصوص احترافية متعددة الأنماط	9.5 مؤشرات الأداء المتقدمة	5630
F-004769	- تحليل المخاطر وأسباب الانحراف عن الخطة	9.5 مؤشرات الأداء المتقدمة	5631
F-004770	- سرد تحليلي مرفق بالتقرير	9.5 مؤشرات الأداء المتقدمة	5632
F-004771	- تحليل تفاعلي عبر الفلاتر	9.5 مؤشرات الأداء المتقدمة	5633
F-004772	- تحليلات فورية أثناء الاجتماعات	9.5 مؤشرات الأداء المتقدمة	5634
F-004773	- تحليل دقة البيانات وجودتها	9.5 مؤشرات الأداء المتقدمة	5635
F-004774	- تحليل تأثير القرارات السابقة	9.5 مؤشرات الأداء المتقدمة	5636
F-004775	- إعادة إنتاج بصري مطابق بنسبة عالية للتصاميم	9.5 مؤشرات الأداء المتقدمة	5637
F-004776	- الحفاظ على أنماط الفقرات والقوائم وتوزيع الشبكة والعلاقات بين العناصر	9.5 مؤشرات الأداء المتقدمة	5638
F-004777	- سجل مركزي للمؤشرات (KPI Registry) لتوحيد التعاريف والمقاييس	9.5 مؤشرات الأداء المتقدمة	5639
F-004778	- لوحات مؤشرات احترافية تتعامل مع كميات ضخمة من البيانات	9.5 مؤشرات الأداء المتقدمة	5640
F-004779	- حوكمة مؤشرات الأداء (KPI governance)	9.5 مؤشرات الأداء المتقدمة	5641
F-004780	- الحفاظ على الأبعاد والمحاذاة والمسافات والزوايا والألوان في لوحات المؤشرات المعاد إنشاؤها	9.5 مؤشرات الأداء المتقدمة	5642
F-004781	- تحليل الرسم البياني الموجه (DAG) وتدفق البيانات	9.5 مؤشرات الأداء المتقدمة	5643
F-004782	- تحسين ترتيب مؤشرات الأداء حسب الأهمية	9.5 مؤشرات الأداء المتقدمة	5644
F-004783	- عكس المحاور دون تشويه التوزيع	9.5 مؤشرات الأداء المتقدمة	5645
F-004784	- نمذجة مؤشرات الأداء الخاصة بالصناعة (Industry-specific KPI modeling)	9.5 مؤشرات الأداء المتقدمة	5646
F-004785	- إنشاء متتبع مؤشرات الأداء تلقائياً	9.5 مؤشرات الأداء المتقدمة	5647
F-004786	- اكتشاف مؤشرات الأداء غير المتسقة	9.5 مؤشرات الأداء المتقدمة	5648
F-004787	- محرك عرض شعاعي لمؤشرات الأداء (KPI radial display engine)	9.5 مؤشرات الأداء المتقدمة	5649
F-004788	- حقن مصطلحات مؤشرات الأداء العربية (Arabic KPI terminology injection)	9.5 مؤشرات الأداء المتقدمة	5650
F-004789	- معاينة تأثير تحديثات مؤشرات الأداء أو المخططات قبل تطبيقها	9.5 مؤشرات الأداء المتقدمة	5651
F-004790	- التحكم في أنماط الحركة (animations) للرسوم البيانية	9.5 مؤشرات الأداء المتقدمة	5652
F-004791	- تحليل ملفات CSV/Excel تلقائياً مع إنشاء رسوم بيانية	9.5 مؤشرات الأداء المتقدمة	5653
F-004792	- اقتراح رسوم بيانية مناسبة مع تلخيص الرؤى (Auto Charts)	9.5 مؤشرات الأداء المتقدمة	5654
F-004793	- إجراءات على الملفات مثل التلخيص، استخراج الحقول، مقارنة نسختين	9.5 مؤشرات الأداء المتقدمة	5655
F-004794	- لوحة تحليلات لأنماط النشاط وأوقات الذروة والشذوذ	9.5 مؤشرات الأداء المتقدمة	5656
F-004795	- إنشاء وإدارة إصدارات مؤشرات الأداء (إنشاء، تحديث، موافقة، إهمال)	9.5 مؤشرات الأداء المتقدمة	5657
F-004796	- محرك رؤى (Insight Engine) مستقل وقابل للتخصيص	9.5 مؤشرات الأداء المتقدمة	5658
F-004797	- التحليل الكمي (Metrics)	9.5 مؤشرات الأداء المتقدمة	5659
F-004798	- توليد مؤشرات عبر سجل مجموعات البيانات (Dataset Registry)	9.5 مؤشرات الأداء المتقدمة	5660
F-004799	- إجابات سريعة لمؤشرات الأداء (KPI quick answers)	9.5 مؤشرات الأداء المتقدمة	5661
F-004800	- مؤشر تقدم حي للعمليات	9.5 مؤشرات الأداء المتقدمة	5662
F-004801	- عرض النتائج بنسبة مئوية	9.5 مؤشرات الأداء المتقدمة	5663
F-004802	- نمذجة وتحليل تأثير مؤشرات الأداء (KPI impact modeling/graph)	9.5 مؤشرات الأداء المتقدمة	5664
F-004803	- تحليل شامل يتضمن الزحف، التحليل، التقارير، الذكاء، التحقق، التصدير، المراقبة، المقارنات، الخرائط، البث المباشر	9.5 مؤشرات الأداء المتقدمة	5665
F-004804	- إنتاج مؤشرات امتثال وطنية	9.5 مؤشرات الأداء المتقدمة	5666
F-004805	- تحليل تغير سلوك الامتثال عبر الزمن	9.5 مؤشرات الأداء المتقدمة	5667
F-004806	- استشراف مخاطر النظام الوطني	9.5 مؤشرات الأداء المتقدمة	5668
F-004807	- تحليل دقيق لبنود المواد النظامية	9.5 مؤشرات الأداء المتقدمة	5669
F-004808	- احتساب وتخفيف وتحديث درجة المخاطر تدريجياً	9.5 مؤشرات الأداء المتقدمة	5670
F-004809	- تحليل انحراف البيانات (Data Drift)	9.5 مؤشرات الأداء المتقدمة	5671
F-004810	- تحليل أثر النص النظامي وتغييراته على الامتثال (Policy Impact Analytics)	9.5 مؤشرات الأداء المتقدمة	5672
F-004811	- نظام يحول السياسة إلى نموذج قياس وينتج مؤشرات وطنية	9.5 مؤشرات الأداء المتقدمة	5673
F-004812	- نموذج موحد لتصنيف البيانات الشخصية	9.5 مؤشرات الأداء المتقدمة	5674
F-004813	- نموذج دلالي محكوم (Controlled Semantic Model)	9.5 مؤشرات الأداء المتقدمة	5675
F-004814	- تحسين أدوات التحليل البيانية	9.5 مؤشرات الأداء المتقدمة	5676
F-004815	- نظام تشغيل ذكي يدير الامتثال والتحليل والتقارير	9.5 مؤشرات الأداء المتقدمة	5677
F-004816	- التحليل التزايدي (Incremental Analysis)	9.5 مؤشرات الأداء المتقدمة	5678
F-004817	- إجراء تحليل كامل لبيان الاعتمادية (dependency graph)	9.5 مؤشرات الأداء المتقدمة	5679
F-004818	- العمل على نسخة خفيفة للتحليل السريع	9.5 مؤشرات الأداء المتقدمة	5680
F-004819	- تحليل النصوص داخل Excel (تعليقات، ملاحظات)	9.5 مؤشرات الأداء المتقدمة	5681
F-004820	- تحليل عوامل التأثير	9.5 مؤشرات الأداء المتقدمة	5682
F-004821	- توضيح مستوى الثقة في التحليل	9.5 مؤشرات الأداء المتقدمة	5683
F-004822	- حساب أثر القرار على مؤشرات أخرى	9.5 مؤشرات الأداء المتقدمة	5684
F-004823	- تحليل أداء إدارة كاملة	9.5 مؤشرات الأداء المتقدمة	5685
F-004824	- عرض أعلى 10، أقل 10، متوسطات، توزيع جغرافي وزمني، أفضل وأضعف أداء	9.5 مؤشرات الأداء المتقدمة	5686
F-004825	- تحديد فرص التحسين والمخاطر المحتملة	9.5 مؤشرات الأداء المتقدمة	5687
F-004826	- اختيار مستوى الذكاء للتحليل (بسيط، عميق، استراتيجي)	9.5 مؤشرات الأداء المتقدمة	5688
F-004827	- إبراز أهم النتائج وتصنيفها وإنشاء ملخصات فورية	9.5 مؤشرات الأداء المتقدمة	5689
F-004828	- حساب عدد القيم الفريدة وتحديد التجميع	9.5 مؤشرات الأداء المتقدمة	5690
F-004829	- استنتاجات وتحليل متقدم مع عرض ملخصات أولاً	9.5 مؤشرات الأداء المتقدمة	5691
F-004830	- تحليل مع زمن استجابة منخفض للاستعلامات المعقدة	9.5 مؤشرات الأداء المتقدمة	5692
F-004831	- كشف الترتيب (Ranking detection)	9.5 مؤشرات الأداء المتقدمة	5693
F-004832	- تحليل عدد الشرائح التي شاهدها كل زائر والوقت النسبي المقضي في كل شريحة ونسبة المشاهدات لكل شريحة	9.5 مؤشرات الأداء المتقدمة	5694
F-004833	- تحديد الزوار بالاسم لمستخدمي المنصة أو كزائر مجهول	9.5 مؤشرات الأداء المتقدمة	5695
F-004834	- أوامر مثل: اجعل التصميم أبسط أو خفف الألوان أو اختصر النص	9.6 الذكاء الاصطناعي أثناء التعديل	5701
F-004835	- التنفيذ فوري مع إمكانية التراجع	9.6 الذكاء الاصطناعي أثناء التعديل	5702
F-004836	- درجات ثقة الاقتراحات مرئية للمستخدم	9.6 الذكاء الاصطناعي أثناء التعديل	5703
F-004837	- الذكاء يساعد ولا يطبق بدون موافقة	9.6 الذكاء الاصطناعي أثناء التعديل	5704
F-004838	- اقتراح narrative وتحسينات ذكية مع موافقة المستخدم	9.6 الذكاء الاصطناعي أثناء التعديل	5705
F-004839	- الذكاء الاصطناعي يدعم التعديل أثناء العمل	9.6 الذكاء الاصطناعي أثناء التعديل	5706
